energy,pretty_formula
-25.41678528,ZrTaTc2
-7.78257261,ZnAgPd2
-11.75249826,InGaPd2
-8.74544068,Cs2AuI
-4.835912,Li2LaAl
-19.86396113,Mn2BeCr
-15.45782305,ZrCdPt2
-6.38144649,Zn2AgPt
-20.27824395,ZrSbRu2
-3.59227162,BaMgTl2
-22.35553566,AlVRe2
-4.83098119,RbNa2Bi
-6.2481384,LiLa2Tl
-15.26242481,LaBiPd2
-16.09910126,Y2GePd
-7.81137865,Zr2CdHg
-1.3682849,SrCaMg2
-11.31568524,Sc2ZnNi
-15.60101628,YGePd2
-3.32474234,CaHg2Bi
-5.56534076,LaZnAg2
-14.19824068,MnBe2Ru
-18.10942515,TiCuRh2
-20.15655022,HfZrCo2
-17.93742515,Ti2BeRe
-11.12855307,Al2CuPd
-24.11020905,Ta2TiMo
-19.03859165,Tc2GeSb
-14.99147838,Y2HgIr
-2.44657555,CsKNa2
-14.21090373,Sc2GaCo
-8.20862253,In2SnPb
-10.99031838,Ba2PAu
-12.56615804,BeGaPt2
-5.19916209,BaSrAg2
-27.77443821,TaMnRe2
-3.78034246,Ba2NaTl
-6.36538215,KTl2Pb
-3.34910021,Ba2CdAg
-20.5232834,Hf2CoNi
-22.27553496,Zr2FeTc
-8.43929675,Mg2NiPt
-3.85135936,Sr2TlGa
-9.08149114,Be2ZnOs
-12.95385795,LiGePt2
-9.27874338,Be2AgPt
-10.78991521,Ba2SbBr
-1.48352342,BaCaCd2
-22.63018141,Ta2CuOs
-7.53348477,InAg2Au
-11.73363223,Ga2CoNi
-15.1982731,BeGeIr2
-8.48068807,Sr2CuPd
-6.34705628,SrLaAg2
-5.47804384,Ba2TlAg
-19.55424698,Y2CoIr
-21.02932869,NbGaTc2
-20.59123581,Ti2NiOs
-11.29802132,GaCuPd2
-9.6024501,Be2PdAu
-6.09676201,YHg2Au
-4.5603996,TlIn2Hg
-24.18124761,Zr2TcOs
-14.29152012,Al2CoTc
-12.11301478,In2PdPt
-6.60780349,YScHg2
-10.94981386,Sc2InCu
-21.08337674,Nb2TcNi
-4.73601183,Na2HgSb
-15.72972459,Ti2ZnMo
-6.14682402,Na2TlAs
-14.50344512,MgTiCo2
-11.87692012,Al2CuRh
-13.38262996,Y2ZnPt
-7.97085997,LiScGa2
-22.34073437,Hf2NiMo
-1.81877792,Sr2LiHg
-12.40559583,Ba2PdPt
-19.5130793,CrTcGe2
-4.73567503,TlCdIn2
-21.34079786,TiVFe2
-15.10954958,Y2CdIr
-18.54090267,Zr2CuRu
-8.56633352,Sc2GaHg
-16.29611962,Zr2CoCu
-13.17990824,TiCdPd2
-17.9148632,Y2FePd
-3.7811964,SrLi2In
-18.6026841,La2NiIr
-18.06933495,Zr2TlTc
-6.0229709,La2MgIn
-8.30454002,AgPd2Au
-0.24050794,Na
-23.24087132,ZrAsIr
-24.76918777,ZrAsIr
-40.30857192,ZrN
-36.21551329,ZnO
-39.1551689,ZnSnS3
-27.69919197,ZnAg2SnSe4
-373.58449446,ZnHC4O3
-34.75529482,Zn2Ga2S5
-69.46895944,Zn2Ga2S5
-22.05700817,Zn2Ag
-33.11456484,KWO3
-34.7529973,Zn2Ga2S5
-56.24697907,Zn(GaS2)2
-11.97748388,ZnO2
-69.52450063,Zn2Ga2S5
-86.65120354,Zn(IrO2)2
-27.98387221,Zn(GaS2)2
-55.95547091,Zn(GaS2)2
-28.36240824,Zn(GaS2)2
-29.79063177,YAgO3
-98.89302764,ZnGa4S7
-55.97108928,Zn(GaS2)2
-111.79106538,Zn(GaS2)2
-53.60664018,Zn(GaS2)2
-223.31521971,ZrIn2O5
-41.23215569,YbMnSb2
-90.0201025,Zn4Ga2S7
-169.80049695,Zn(GaS2)2
-216.04903284,Zn(GaS2)2
-55.80170523,V2C
-143.9045263,ZnIn2O4
-211.98479822,Y3AgO5
-20.00890878,TmTe
-122.06196979,TiSiAg2O5
-31.13959899,Ti2FeSi
-186.16333885,VO2
-91.03280949,Ti3C2
-37.52205642,UGaCu
-133.17050861,Ti3(HO2)2
-48.24074718,TaS3
-91.43617802,Zn2In2O5
-137.00669791,SrCa3Mn4O12
-93.6062195,Ti5InS8
-138.17929808,SrCa3Mn4O12
-42.77181099,Sr2CuAg2(SO)2
-62.4367289,Ti(HO)2
-279.10962661,Sr2Ti2O5
-71.70129228,Sr2TiFeO6
-42.85211272,SnB6
-30.320163,Sm3AlN
-61.30846692,Sr2FeCoO6
-127.21448883,Sr3Ca(FeO3)4
-42.51866775,Si7Ge
-44.32371676,Si
-203.01955467,SnH6CI3N
-87.77691502,SmCo12
-414.11632888,Sr12Al14O33
-11.03689837,SbH3
-217.28996113,Sr2Co2O5
-22.31332344,ScAgS2
-109.75982895,ScF3
-51.48060729,SrEr2O4
-38.15887994,Sr2Cd2Cu(SO)2
-29.99109441,Pr3AlN
-14.47213095,S
-279.32901078,ScFe2BO5
-53.42364909,P
-52.2868617,SrEr2O4
-103.68766134,PAuS
-84.18019383,Si18Sn
-258.20450216,Rb2Ce2Fe4O11
-12.94209503,Ni4O
-45.18275445,Ni4N3
-31.40024,Nd3SnN
-279.47140576,Sr2Ti2O5
-312.7781578,Sr10Fe10O29
-22.18019665,NbCoSn
-13.06412274,NiS2
-30.95152917,Ni4N
-150.0526962,Sm2Sc2O5
-26.14593654,NaPH6
-40.07497789,NbC
-34.8767094,Ni5O4
-10.35661223,NiBrO
-29.30843969,Ni4O3
-230.67127045,Rb2Ce2Fe4O9
-25.98438602,NaGaTe2
-301.5781281,Sr10Fe10O27
-187.23904522,Nb4CoS8
-30.67538851,Nd3PbN
-611.22783858,TiCo3O8
-589.3954628,NaMgAl3Si8(HO6)4
-49.02748777,Na4ZnSe3
-95.36571227,Na2Zn2S3
-96.50576215,Na2Zn2S3
-47.71765246,Na2Zn2S3
-128.16237639,Na6MnNi3(SbO6)2
-41.63093381,Ni5Cl6
-307.30483998,Sr5Fe5O14
-68.26426042,NbOF3
-410.33906229,NaV2P2O9
-94.39890492,MnCoP
-15.53552036,Na2O2
-36.92068946,MgAl2
-59.90843844,NaCdCuSe2
-39.32251477,Mn3InC
-120.97087646,Na4Ge5O12
-118.97070614,Nb
-29.95996754,MgAg2
-14.43901464,Mg
-42.30348189,MoO2
-13.39108939,LiPH2
-333.26838495,NaNi2P2O9
-66.51034283,Sm2Fe2O5
-12.00265167,LiO2
-19.11783955,LiNO3
-194.14313301,Mg7Fe(SiO4)4
-71.34168,Lu5Ga3
-151.81648349,LiNiSbO4
-25.62104078,LiO2
-19.94224924,Ni
-115.90081382,Ni15Cl16
-358.82872931,NaCo2P2O9
-62.80190779,Ni2O5
-36.91961591,MnGe2
-77.13470346,LiNiO2
-19.34482914,LiNiO2
-241.86726007,LiNi3P3O13
-44.83643397,Mg2Fe
-514.22721004,PC2
-419.73240026,Na4Mn9O18
-202.4053449,Mn2FeGe5
-598.01954007,NaTi2BiO6
-277.82530377,CeSe2
-194.30403271,CeSe2
-226.42476519,CeSe2
-188.35905557,CeSe2
-120.72408644,Ca3(MgZn2)5
-10.39483576,LiMg2
-14.89094011,Li3Mg
-16.21378447,LaMg2
-32.73513275,LaMg2
-39.39651167,LaMg
-39.30327545,LaMg
-33.18857633,LaMg2
-20.20544466,LaMg3
-45.96007071,La2Mg
-32.97697221,La3Mg
-32.94066121,La3Mg
-39.29292031,LaMg
-20.60327471,LaMg3
-32.98546161,LaMg2
-46.58718349,La2Mg
-52.72859429,La5Mg
-32.52173195,LaMg2
-38.50642099,HfMg
-33.86374666,HfMg
-39.65202277,LaMg
-28.97381336,HfMg
-55.97122194,HfMg3
-27.51381694,HfMg3
-25.93122629,LaMg5
-32.74004645,LaMg2
-23.9672113,MgSb
-12.25582389,Mg5Sn
-46.44643166,La2Mg
-16.96245799,MgZn2
-14.67335379,Mg2Sn
-24.58516531,MgZn5
-46.05107838,La2Mg
-29.69801096,Mg2Sn
-14.79084888,Mg2Sn
-17.13612497,MgZn2
-36.66398112,Mg5Sn
-132.35281181,KNaLaNbO5
-34.33772529,MgSn
-68.60761497,La2Mg
-27.40007409,MgSn3
-46.17603604,La2Mg
-35.19660689,MgSb
-24.65886266,Mg5Sn
-38.68659785,MgSn2
-34.14493486,MgSn
-30.08675574,Mg2Sn
-33.97902382,MgSn
-29.32891418,Mg2Sn
-38.76631614,MgSn2
-58.05580619,MgSn2
-34.62299677,MgSn
-39.97753223,LaMg
-78.83081703,La5Mg
-17.07657514,MgSn
-62.2618477,Hf3Mg
-29.68370353,Mg2Sn
-34.96320078,Hf2Mg
-19.34240411,MgSn2
-80.58904276,ZrSn3
-95.3555759,Zr4Sn3
-12.0986443,Mg5Sn
-14.52169548,Mg2Sn
-64.94415824,MgSn5
-54.02815559,MgSn3
-43.03158376,MgSn5
-21.70038341,MgSn
-38.96861576,MgSn2
-38.66171857,MgSn2
-38.66236228,MgSn2
-29.42952577,Mg2Sn
-130.52198827,ZrSn
-34.57102216,MgSn
-38.86410671,MgSn2
-21.54567557,MgSn5
-19.40245318,MgSn2
-44.54212589,Mg2Sn
-38.56073743,MgSn2
-36.31306617,Mg3Sn
-21.47471478,MgSn5
-42.98410657,MgSn5
-17.67167194,MgSn
-40.22846888,YSn3
-27.3889224,MgSn3
-34.30979761,MgSn
-34.42319046,MgSn
-38.92762844,MgSn2
-44.13195883,Zr2Sn
-47.85429444,Zr5Sn
-62.00615485,Zr3Sn
-97.30079092,Y3Sn
-77.09040837,YSn3
-122.08605312,Hf3Mg
-62.1250614,Hf3Mg
-53.42613639,ZrSn
-51.1912553,ZrSn
-18.61581574,SrMg5
-52.24722273,ZrSn
-9.47178904,Sr2Mg
-15.43424983,Mg5Ti
-23.63059534,Mg3Ti
-62.07344729,Zr3Sn
-51.75415739,ZrSn
-78.8645474,ZrSn
-25.46143613,Sr3Mg
-19.73398084,SrMg
-89.43737306,Zr2Sn
-44.75491591,Mg5Ti
-13.37612596,SrMg
-68.65992952,MgTi2
-78.27954584,ZrSn
-87.39971099,Zr2Sn
-78.79136732,ZrSn
-19.18048577,SrMg2
-20.20607289,Sr2Mg
-8.77162548,SrMg2
-103.69532824,ZrSn
-18.94999162,SrMg2
-19.83607148,Sr2Mg
-9.07056904,SrMg
-18.53227283,SrMg5
-20.33292505,Sr2Mg
-78.82059754,ZrSn
-173.57240337,Zr2Sn
-156.36159283,ZrSn
-9.78302796,Sr5Mg
-12.91624807,Sr3Mg
-9.39254134,Sr2Mg
-28.004832,SrMg5
-19.12890504,Sr2Mg
-13.10500689,Sr3Mg
-11.40561028,SrMg
-19.48182032,SrMg
-19.41091561,SrMg2
-6.06575907,SrMg2
-12.19211849,SrMg3
-9.39677532,Sr2Mg
-18.30708082,SrMg
-17.76015403,SrMg2
-18.8620266,SrMg
-19.19965525,Sr2Mg
-19.80758355,SrMg
-13.06207926,Sr3Mg
-31.06398564,SrMg2
-18.35654972,SrMg2
-42.23814668,ZrSn3
-18.68732994,Sr2Mg
-9.70490162,Sr5Mg
-97.09297518,Zr4Sn3
-18.78933425,SrMg2
-19.98038296,Sr2Mg
-9.0448101,SrMg
-20.99606626,Mg2Ti
-13.16667607,SrMg3
-8.68828258,SrMg5
-40.72084945,MgTi5
-8.80780356,SrMg2
-67.56253263,MgTi2
-67.45435997,MgTi2
-9.07710473,SrMg
-97.55412347,MgTi3
-100.32522966,MgTi2
-49.45948628,MgTi3
-19.44689101,SrMg2
-18.73813153,SrMg
-27.91110815,Sr2Mg
-9.38667908,SrMg2
-18.94262606,Sr2Mg
-7.7580026,SrMg
-35.95903875,MgTi
-13.06777969,SrMg3
-67.5842571,MgTi2
-80.98031791,MgTi5
-36.47365127,MgTi
-36.73588901,MgTi
-40.46534656,MgTi5
-42.89266029,Mg2Ti
-54.85085729,MgTi
-55.64525254,MgTi
-54.59214144,MgTi
-55.55217946,MgTi
-54.20196929,MgTi
-55.195537,MgTi
-68.85146356,MgTi2
-19.96824222,Sr2Mg
-18.51728906,SrMg
-9.32702721,Sr2Mg
-42.66501773,Mg2Ti
-91.6419197,MgTi
-47.47943127,Mg3Ti
-135.66291396,MgTi2
-28.95771983,Sr5Mg
-42.61313711,Mg2Ti
-21.30820927,Mg2Ti
-23.99429405,YMg
-109.2884554,MgTi
-69.89206007,Mg3Ti4
-30.46566679,Mg5Ti
-91.61401206,MgTi
-42.75270781,Mg2Ti
-41.96625147,Mg2Ti
-33.45231972,MgTi2
-19.83443974,Sr5Mg
-41.62467413,Mg2Ti
-41.54549786,Mg2Ti
-67.73597701,Y5Mg
-49.35322217,MgTi3
-63.20749471,Mg2Ti
-86.61632639,Y2Mg
-57.71991888,Mg4Ti3
-67.36181953,MgTi2
-67.77663853,MgTi2
-49.50397592,MgTi3
-37.4656631,MgTi
-67.73882721,MgTi2
-55.93081407,MgTi
-86.09934014,Mg2Ti
-81.15339371,MgTi5
-73.5770278,MgTi
-58.74964386,Y2Mg
-36.58713891,MgTi
-22.3676902,YMg
-33.72925297,Y5Mg
-28.73479162,Y2Mg
-24.13165452,Mg3Ti
-23.70420967,Mg3Ti
-41.96676009,Y3Mg
-71.05603712,Mg3Ti4
-54.03785745,MgTi
-54.4464326,MgTi
-19.16465413,YMg2
-29.44757862,YMg
-38.90423954,YMg2
-38.67713807,YMg2
-43.12980928,YMg5
-19.12787152,YMg2
-48.51258377,YMg
-38.46876445,YMg2
-38.45629611,YMg2
-38.26442431,YMg2
-22.45647253,YMg3
-72.9035066,MgTi
-47.8822443,YMg
-58.00052231,Y2Mg
-67.90103723,Y5Mg
-73.08839278,MgTi
-110.39461886,MgTi
-59.57616138,YMg2
-58.34292135,Y2Mg
-48.35725943,YMg
-26.78162812,Mg2Zn
-18.5009028,Mg2Zn
-28.69705505,Y2Mg
-58.16219469,Y2Mg
-27.88599669,Mg5Zn
-8.10229263,MgZn2
-12.25902477,Mg3Zn
-7.76498194,MgZn5
-8.51449249,MgZn
-10.95359103,MgZn3
-8.9251249,Mg2Zn
-17.14985429,MgZn2
-12.30091726,Mg3Zn
-18.77395957,Mg5Zn
-17.72062249,MgZn
-8.18397821,MgZn2
-18.17191966,Mg2Zn
-8.89792344,Mg2Zn
-17.17578589,MgZn2
-18.35833167,Mg2Zn
-19.08748812,YMg2
-14.59091776,YMg5
-82.9878452,Y3Mg
-38.58121497,YMg2
-17.64699708,MgZn
-19.1654337,YMg2
-48.67543344,YMg
-8.94842069,Mg2Zn
-42.03585832,Y3Mg
-9.2387451,Mg5Zn
-12.51617241,Mg3Zn
-32.37729206,YMg
-48.16254329,YMg
-39.16009711,YMg2
-18.02220895,Mg2Zn
-16.81791788,MgZn2
-8.58286829,SrMg2
-18.20171095,Mg2Zn
-18.63299861,Mg5Zn
-16.61255965,MgZn2
-17.00192226,MgZn2
-8.07346899,MgZn5
-8.37228791,MgZn2
-24.26563905,Mg3Zn
-18.1198175,Mg2Zn
-26.34604911,Mg3Zr
-51.66264264,Mg3Zr
-18.03380263,Mg2Zn
-18.04300334,Mg2Zn
-107.03170957,MgZr3
-54.33872991,MgZr3
-9.26047066,Mg5Zn
-17.46126407,MgZn
-18.03040605,MgZn
-11.14362866,MgZn3
-8.67109754,MgZn
-11.40570698,MgZn3
-30.10626045,MgZr
-8.78829116,Mg2Zn
-58.34447396,Mg4Ti3
-29.01163442,YMg5
-17.24166134,MgZn2
-16.21054844,MgZn5
-15.98858541,MgZn5
-30.48868522,Mg5Ti
-24.01182447,YMg
-17.48591596,MgZn
-18.03178325,Mg2Zn
-17.5950837,MgZn
-19.37869584,SrMg2
-16.7940465,MgZn2
-17.3295091,MgZn
-38.25384164,YMg2
-41.73951543,Y3Mg
-48.13622144,YMg
-14.92300267,Mg5Ti
-27.74710274,MgTi
-25.01759947,MgZn2
-36.7302424,MgTi
-41.51018265,Mg2Ti
-18.46696355,Mg2Zn
-16.83362081,MgZn2
-12.03235813,MgZn
-68.36472223,MgTi2
-14.67972359,Mg2Sb
-55.63706642,MgTi
-68.59493945,MgTi2
-30.58276523,Mg2Sb
-27.452325,MgSb3
-18.3935032,Mg3Sn
-39.14214269,MgSb2
-14.82482598,Mg2Sn
-29.69002701,Mg2Sn
-18.17016905,Mg3Sn
-35.93329042,Mg3Sb
-38.92696335,MgSn2
-57.53899481,Y2Mg
-48.19614411,YMg
-34.44396943,MgSn
-29.44163278,Mg2Sn
-57.77722387,Y2Mg
-40.04477495,MgSb2
-53.2361787,ZrSn
-29.68262576,Mg2Sn
-19.52145655,Sr5Mg
-58.53724988,Y2Mg
-14.69074585,Mg2Sb
-36.07805644,MgSb
-35.45814498,MgSb
-29.41750963,Mg2Sn
-30.59457942,Mg2Sb
-24.88792392,Mg5Sb
-18.5013685,Mg3Sb
-24.52030631,Mg5Sn
-12.39763801,Mg5Sb
-14.92784353,Mg2Sb
-104.6719137,ZrSn
-29.80136123,Mg2Sn
-131.82325184,ZrSn
-38.76296797,MgSb2
-29.97598312,Mg2Sb
-39.71508743,MgSb2
-18.93727587,Mg3Sb
-39.71533738,MgSb2
-34.74929536,MgSb
-18.98863715,Mg3Sb
-35.9977079,MgSb
-30.9459729,Mg2Sb
-30.41179846,Mg2Sb
-25.01880615,Mg5Sb
-39.55770022,MgSb2
-35.43710466,MgSb
-10.04612884,LiMg5
-10.26511969,LiMg2
-45.38876303,Mg2Sb
-39.61513075,MgSb2
-21.95873889,Li2Mg
-37.22423374,Mg5Sb
-24.20438965,MgSb
-36.24807782,MgSb
-13.66678446,LiMg3
-14.26299609,LiMg
-10.90961461,Li2Mg
-20.87277487,LiMg2
-18.29960918,MgSb
-30.19973962,Mg2Sb
-21.20817805,LiMg
-20.6318529,LiMg2
-21.20369329,LiMg
-11.02063196,Li2Mg
-10.67642773,LiMg
-20.70131883,LiMg2
-10.64716925,LiMg
-10.26307697,LiMg2
-10.36674808,LiMg2
-29.99630153,Mg2Sb
-30.82323398,Mg2Sb
-34.6086504,MgSb
-22.10329303,Li2Mg
-20.62914047,LiMg2
-9.89834134,LiMg5
-21.50416048,LiMg
-11.08707727,Li5Mg
-14.86034645,Li3Mg
-10.65512142,LiMg
-20.90933672,LiMg2
-21.5233127,LiMg
-31.02492441,Mg2Sb
-13.57563094,LiMg3
-105.20565816,ZrSn
-14.91541508,Li3Mg
-20.07639357,LiMg5
-20.89423425,LiMg2
-22.03059252,Li2Mg
-13.60886007,LiMg3
-27.28314195,LiMg3
-20.80126556,LiMg2
-31.25028846,LiMg2
-11.19847184,Mg5Ga
-22.10739526,Li2Mg
-16.14300395,Mg3Ga
-20.10520724,LiMg5
-12.70427852,Mg2Ga
-15.5193341,MgGa2
-22.43222213,Mg5Ga
-25.59463154,Mg2Ga
-42.64974171,MgGa3
-15.32268029,MgGa2
-31.78070673,MgGa2
-14.36931068,MgGa
-16.85630379,MgGa5
-25.72143906,Mg2Ga
-14.12195163,MgGa
-19.34275694,MgGa
-31.46020652,MgGa2
-12.50178589,Mg2Ga
-31.54831118,MgGa2
-38.52754358,Mg2Ga
-22.5886798,Mg5Ga
-13.89876652,MgGa
-13.39807051,MgGa2
-15.76391366,MgGa2
-31.52912247,MgGa2
-11.11550728,Mg5Ga
-28.98720329,MgGa
-31.8676543,Mg3Ga
-25.97081583,Mg2Ga
-26.01694133,Mg2Ga
-17.41126632,MgGa
-28.68974856,MgGa
-51.43635052,MgGa5
-34.10569514,MgGa5
-31.65410352,MgGa2
-15.57279603,MgGa2
-25.92778694,Mg2Ga
-28.88566141,MgGa
-47.62587589,MgGa2
-21.92391216,MgGa3
-31.27495374,MgGa2
-25.77757454,Mg2Ga
-28.65552598,MgGa
-25.67096461,Mg2Ga
-28.99008103,MgGa
-17.00492384,MgGa5
-16.35297014,Mg3Ga
-12.69603661,Mg2Ga
-14.31163886,MgGa
-12.8515157,Mg2Ga
-33.63964318,Mg5Ga
-26.04377813,Mg2Ga
-31.66474324,MgGa2
-21.8553126,MgGa3
-28.90180058,MgGa
-33.93022412,MgGa5
-31.37517289,MgGa2
-8.31125828,MgAl
-6.79681998,LiMg3
-33.60265101,Mg3Al
-28.58383253,MgGa
-5.98235042,MgSb
-5.77865461,MgSn
-6.82392922,LiMg3
-25.92888065,Mg2Ga
-28.58300813,MgGa
-3.63402047,LiMg
-25.90410559,Mg2Ga
-7.15722835,LiMg
-18.06042159,Mg3Bi
-37.11219177,MgBi2
-24.08657931,Mg5Bi
-31.83081979,MgGa2
-148.04450548,Mg16Al13
-18.12317991,CeMg2
-150.19359654,Mg16Al13
-17.58435249,CeMg2
-6.38026401,Sr3Mg
-227.1817596,Mg16Al13
-14.51341011,MgCd2
-16.02925996,YMg
-17.17957542,Mg2Cd
-141.43771396,Mg18Al11
-16.57413794,YMg
-11.58314253,Ca5Mg
-26.23521612,ZrSn
-18.26959798,Mg5Cd
-11.64958291,YSn
-57.37934619,Ca3Mg4Zn11
-14.02705992,CaMg3
-8.92816708,Mg3Sb
-39.70465134,CeMg5
-4.60712598,SrMg
-37.68989927,Ce3Mg
-24.12827634,Mg5Bi
-12.18731052,MgSb
-35.55904153,CeMg2
-36.20945819,CeMg2
-9.59097075,Mg3Sb
-13.61956069,MgSn3
-8.96805181,MgTi
-9.61033862,MgGa
-6.39160272,SrMg3
-53.11930084,Ce2Mg
-15.23924553,Ca3Mg
-11.49382683,MgSn
-13.45400884,LaMg
-5.48282855,MgZn3
-6.38021314,MgCd5
-9.9706849,MgZr
-5.81575628,SrMg3
-8.55128399,Mg2Cd
-11.15933148,YMg3
-11.21138735,MgSn
-14.37140405,MgCd2
-16.44602134,La3Mg
-21.24311719,CeMg3
-14.75038746,MgCd2
-10.4911943,CaZn
-35.60321463,CeMg2
-27.21983619,MgZr3
-20.9015291,Y3Mg
-19.89521877,MgZr
-9.16360674,MgCd3
-35.62797644,CeMg2
-44.88271695,CeMg
-3.03460867,SrMg
-17.3572146,Mg2Cd
-20.8200305,Y3Mg
-3.01331057,MgZn
-22.26005419,HfMg
-2.90033822,MgZn
-12.90732041,CaZn3
-6.51590208,Sr3Mg
-5.66722963,MgZn
-6.06983138,Mg3Zn
-5.99228352,SrMg
-6.10384932,Mg3Zn
-13.18138072,Mg3Zr
-8.99322352,Mg3Sn
-27.47157806,Mg5Cd
-91.93051733,SiO2
-5.76890681,MgSn
-5.84835202,MgSn
-13.65036624,MgSn3
-21.74476541,CaMg
-14.67910817,MgCd2
-23.06478183,Ce2Mg
-61.04878133,Ce5Mg
-14.45935439,MgCd2
-20.59042398,CeMg3
-36.00693708,CeMg2
-20.10250699,CaMg2
-37.83338141,MgBi2
-12.72092392,MgCd5
-52.9011494,Ce2Mg
-4.57914789,MgCd3
-4.87779907,MgGa
-4.80315433,MgGa
-4.53285095,MgCd3
-7.40852095,CaMg
-7.08785651,LiMg
-7.93380482,Mg3Ga
-16.46573249,La3Mg
-7.65595794,Ca3Mg
-9.44375091,MgGa
-5.67228548,CaZn
-3.0032691,MgZn
-9.76234029,MgGa
-24.93376735,MgTi3
-5.59605275,MgZn3
-15.9797369,YMg
-61.57906653,Ce5Mg
-26.27398421,Ce2Mg
-13.08651547,ZrSn
-43.87595864,CeMg
-37.77327921,MgBi2
-6.7128526,SrMg
-10.03371786,MgZr
-4.88493273,MgGa
-30.68294428,Ce5Mg
-10.9014509,CeMg
-3.63868847,LiMg
-9.07054905,MgTi
-26.50146276,ZrSn
-14.58799049,MgCd2
-11.25742352,YMg
-18.96993443,Ce3Mg
-24.72611706,MgTi3
-23.05540631,Ca5Mg
-25.53675561,Mg2Cd
-17.48091804,Mg2Cd
-19.06984929,Ce3Mg
-17.18453718,Mg2Cd
-33.74497492,MgBi
-52.91940536,Ce2Mg
-26.5581805,Ce2Mg
-53.6087293,Ce2Mg
-5.32709605,MgZn3
-6.93723217,CaMg3
-27.23563149,CeMg5
-17.32690763,Mg2Cd
-13.58594065,CeMg5
-36.51973611,CeMg2
-78.74483058,Ce2Mg
-17.37754927,Mg2Cd
-9.09826561,MgCd3
-92.08049364,Ce5Mg
-12.0984999,MgSb
-6.14990534,SrMg
-37.7143691,MgBi2
-10.43649322,CeMg3
-10.8988651,MgGa3
-18.40402852,Mg5Cd
-5.77996801,MgZn
-14.15676879,HfMg3
-22.42937094,Ca2Mg
-16.83356031,Mg3Al
-14.99997835,CeMg
-11.18300432,HfMg
-5.94288556,MgSb
-20.84034422,Y3Mg
-11.03894271,MgGa3
-16.97373293,Mg3Al
-10.80063866,MgGa3
-9.9963369,MgZr
-6.38985278,Sr3Mg
-16.62289144,HfMg
-6.20820212,CaZn3
-37.27642686,MgBi2
-3.55020324,LiMg
-11.89632515,Mg5Bi
-26.56106419,Ce2Mg
-17.20689586,Mg2Cd
-10.61249385,MgAl
-13.63348635,MgSn3
-15.26174474,Ca3Mg
-11.11698429,HfMg
-7.0774075,MgGa
-38.05626377,Ce3Mg
-29.93895167,CeMg
-38.08642306,Ce3Mg
-7.51499603,CaMg
-89.82500344,Sr2Cu(PO4)2
-33.59933387,MgBi
-8.13183474,MgGa
-37.83858234,MgBi2
-53.29009695,Ce2Mg
-52.07373082,Ti4H5
-68.80591967,Pr(CrB3)2
-38.23493653,DyAgSe2
-44.77053228,Dy2CuGe6
-31.63144639,Zn3CrSe4
-78.70441036,Dy(BIr)2
-69.15238738,BC7
-79.74030425,Eu2InPt2
-45.95335515,La2CuGe6
-78.41472565,Sr2HfCrO6
-69.54956151,VFeAs
-70.6071272,Sc3OsC4
-71.81573241,La(GeIr)2
-64.69578894,ThSnRh
-42.70138765,Fe(NF2)3
-62.074511,VCo3
-75.69828554,Er(BC)2
-29.43252283,InGaSe2
-27.52773059,Na3Cl2
-88.43880259,NbReSi
-51.72278362,Rb2Pu(Cl2O)2
-52.08873102,YFeGe2
-37.87970912,Sr(BrO3)2
-52.14159094,Sm2InNi2
-75.37909819,Lu(BC)2
-52.33863106,Ce(GaPd)2
-76.49718287,Sm(PIr)2
-80.99944133,MoPRu
-81.08159421,Ba2GdMoO6
-97.53816281,Ta2FeB2
-49.94415015,K3AlF6
-58.67440368,InRu3
-46.55937105,Sm2CdGe2
-84.21204448,Ta
-54.59658979,BaMn2O5
-19.34917516,SnI3
-32.78581532,LiPtF6
-93.77715307,U2SnIr2
-64.29060489,Gd(CuSn)2
-63.3079565,Ba2BiIrO6
-71.94015797,Ba2SmMoO6
-46.29484138,Pr(CuSn)2
-75.83325404,Pr(BC)2
-76.01533782,Sr2ZrCrO6
-47.49110155,PrPdPb
-68.13514947,TaCo3
-44.06351351,LuNiGe2
-76.99027629,USbRu
-81.09256522,TiPOs
-43.93796949,DySiAg
-85.43981007,SrTa2O7
-60.35413663,Ga2O3
-47.98305105,LaCoGe2
-38.036663,DyGa2Ni
-86.02051759,La(BOs)2
-77.56340606,UFeC2
-63.66057308,SnPO3
-58.48672833,Er2CoGe2
-70.48817041,Sr2MnMoO6
-52.80818703,La2InNi2
-83.94585781,TiReSi
-65.84157475,MnInO3
-69.09052388,TiFeAs
-35.19374831,LiLaBi2
-33.58659229,BaCdAsF
-44.82109137,Lu2InAu2
-29.90989446,SmMgAg
-61.49867139,Sr2NiIrO6
-47.68444191,CeCoSb2
-65.26869336,HfGaCo
-74.46837415,Eu2InPd2
-49.94871115,SmMnGe2
-19.83825338,Pt(Cl3O)2
-97.31140837,Gd(BRu)2
-76.7604076,Ba2SrUO6
-37.6786199,PrCuSn2
-69.51071667,Sr2FeOsO6
-42.23095162,CsNdS2
-18.56569894,Rb3NaH4
-48.03050487,SiNi
-61.58656471,Mn3Sn
-37.81675967,Ca2CdAs2
-47.82390144,N3Cl
-53.64083564,NpSe3
-47.29868241,Y2CrH6
-57.10191654,K(NpSe3)2
-91.70870645,Nb2O3
-35.7460358,CaNiGeH
-45.14101003,DyInCo2
-42.56214981,TbSb2Pd
-82.76134534,HfGeOs
-30.70210977,SmCdGa
