energy,pretty_formula
-145.53682375,YSbO3
-53.60326552,SbF5
-59.56323303,CaAgF5
-223.34367226,YTi3Se2ClO8
-39.87843414,VZnF6
-39.1906532,ZnMoF6
-207.73427998,Ti3AlSe2ClO8
-44.03258767,MgVF6
-42.80662953,MnAlF5
-36.03738151,AlNiF5
-189.60713326,YFe3Se2ClO8
-110.88649778,TeO3
-165.86338384,YWO3
-201.26912889,YV3Se2ClO8
-73.33455747,YSbO3
-66.94797866,Zn2Bi3O8
-39.81193831,YCuF5
-97.39286868,Ca2V3O8
-137.93162998,Al2Co2O7
-77.74379823,CrS2
-83.66373563,V2ZnS4
-87.77929532,CaFe2S5
-88.83729033,Ti2ZnS5
-88.27404811,V2ZnS5
-108.37441758,Ba2Tl2Zn3(NiO3)4
-212.57226205,Ti2ZnO4
-83.35063924,Al(CuS2)3
-119.30192909,Ca2CuRhO6
-50.30731705,CaTiF6
-131.73616352,Ca5Cu2(IrO6)2
-209.96899655,BaCa3(CuN2)2
-148.53259933,Al(BiO3)3
-280.19772607,CaCu2(P2O7)2
-129.3739852,Al2(CuO2)3
-104.61294101,Ba2Ti3O8
-149.3371865,Ba2Ca3Tl2Cr4O12
-106.2495471,Ti4ZnO8
-139.26228065,SbO2
-111.71475603,CaTi4O8
-256.47728466,Al4(FeO4)3
-17.80605112,FeO2
-72.41870369,Ca(NiO2)2
-144.15469613,CrP2O7
-152.36523834,CaLa2Ti2Mn2O12
-129.01114354,Ca3Mn2(IrO6)2
-332.34360702,MnO2
-61.56900753,CaFeWO6
-123.43906812,Ca3Ni2(WO6)2
-57.76091362,Ti(BiO3)2
-112.33925385,MoO3
-115.64080801,Ti(BiO3)2
-92.317421,BaCa(FeO2)4
-211.18164286,Ba2CaCr2F14
-72.70333451,Ca(NiO2)2
-152.38324003,Ti4(FeO4)3
-91.81113673,Ca2Mn3O8
-584.58280774,Ca3Fe2(SiO4)3
-108.38708084,CaMn2O5
-119.48798029,Ca3Fe2(SbO6)2
-58.09140035,ZnCu4(SnSe4)2
-113.5283545,Ca3Co2(RhO6)2
-138.61766128,YNiO3
-110.60139395,CaNiWO6
-250.01477508,Al2(WO4)3
-39.11421807,SrCuSO
-171.88252867,YVO3
-273.25221655,Al5(CoO4)3
-172.49234204,CaFe5O7
-257.25051699,Al4(FeO4)3
-77.28299415,CrS2
-149.59153346,Ba2Ca3Tl2V4O12
-72.73456905,FeO2
-99.10004209,V2ZnO4
-257.33279616,Al4(FeO4)3
-194.02281681,MnNb2Zn2O8
-98.7232144,MgMn2O4
-350.59173864,Ca3Nd4Nb6(FeO14)2
-263.13903677,V4Zn3(PO4)6
-247.22614908,V2(PO4)3
-214.60236689,Ba4CaCr4Cu2F28
-108.66538453,Y(CuO2)3
-145.73035044,Y2(CuO2)3
-212.81242822,Ca3Ga2(FeO5)2
-127.14830373,NiP2O7
-119.1167967,Si2NiO6
-161.29688567,Zn(FeO2)2
-322.44379087,Mn13Si2(SbO14)2
-147.29732454,Ca(NiO2)2
-156.03534158,CaCoP2O7
-334.95482958,CaV3O7
-184.70717666,MnNb2ZnO8
-149.40234698,CaPrMn2O6
-187.78865205,Nb2Co2O9
-161.16741013,Zn(FeO2)2
-154.9895621,Zn(Mo3O8)2
-168.45015575,Mg(FeO2)2
-254.08272261,Y2Cu3(WO4)6
-156.27645735,SrNi(PO4)2
-253.51141814,NiP2O7
-133.00946316,Sr2CoCu2O7
-568.4129304,Mn3Al(SiO4)3
-256.61106775,Zn(FeO2)2
-225.47562522,Ni(PO3)4
-162.86189645,Sr2ZnNi2(PO4)4
-235.64247143,YCu3(WO4)6
-516.16224658,AlCo3(SiO4)3
-663.42771751,Y4(Cu2O5)3
-118.28687701,CaTiO2
-747.75750825,Ba3Y5(CuO5)3
-535.85540769,Ca3Fe2(GeO4)3
-217.75873523,FeO2
-184.73650668,Ba2ZnFe2F14
-48.19024307,Co(BiO3)2
-278.14865531,Zn3Cu10(TeO6)6
-317.32935909,V3(P2O7)2
-91.38145442,MgMn4O8
-96.79604831,CaCr4O8
-95.36113618,MnZnO2
-61.62502764,Mg(NiO2)4
-98.20233441,VZnO2
-388.58470193,Y8Cu3(SiSe7)3
-215.18129282,Ba2CaFe2CuF14
-96.10235309,MgCoO2
-362.31296023,Y7Cu3(SiSe7)3
-380.37662932,Y8Cu3(GeSe7)3
-354.00163074,Y7Cu3(GeSe7)3
-431.67611641,Sr6YGa3(Cu2O7)3
-71.23248873,CaLa2BiO6
-69.78017681,La2ZnSnO6
-44.61165539,SbF4
-551.88517901,Mg2Cr2(SiO4)3
-746.72298569,Y4Be6Fe3(SiO5)6
-475.82511737,Y4V6O21
-92.86342204,Ca(MoO2)4
-98.28867515,Ta2Bi2O9
-202.2120833,Ta2Bi2O9
-194.69458187,Bi3(PO5)2
-114.40185959,Sb2S5
-61.03816712,MgV2O6
-444.5384675,Y2Cr3O9
-383.24168757,YCr3O9
-145.40525541,Ba4CaCu6(HgO8)2
-24.862225,AlCuO3
-61.96841854,Ca2CoN2
-200.4897012,Ba3Al2(Sb2O7)3
-123.4565083,YTi2O4
-114.01720047,ReSbO6
-67.3901695,Ca2TiN2
-68.39606978,Ca2CrN2
-68.49149342,Ca2VN2
-64.08745257,Mg2CrN2
-72.89639136,Ca(NiO2)2
-117.42034672,Mg2BiSbO6
-135.61918944,Mg2TiSbO6
-119.47864748,Mg2SnSbO6
-83.32538133,Ca2Sn3O8
-22.89836786,Zn(CuN)2
-142.84126454,Mg2TaSbO6
-58.91944486,Ca2NiN2
-74.57808911,SnO2
-41.67983495,Zn(WN)2
-47.2731783,YTiF5
-9.64782176,CuN
-51.02963303,Mg2SnN2
-43.76654471,Zn2CuN2
-44.75305846,Zn2SnN2
-23.29277894,SbN
-84.9091774,MgCuO2
-42.5754777,WN
-66.01852067,BiO2
-56.17998939,Zn2CrN2
-88.76892844,Zn(MoO2)4
-47.82699523,Zn2NiN2
-73.70045509,ZnCuO2
-117.42358144,CaTiO2
-73.37926631,La2ZnWO6
-98.72318542,MgMn2O4
-59.82990082,WN2
-101.69458077,CaMn2O4
-20.28583217,MoO2
-103.26528808,ZnCr2O5
-66.01591805,Zn(NiO2)2
-96.5825556,Y(CoO2)2
-33.64225954,YNiO3
-116.06131459,YV2O4
-38.49756605,YMoO3
-76.0913077,La2MgMoO6
-68.25905229,La2CrO6
-28.54792145,ZnNiF6
-76.70278301,La2MgWO6
-68.32943704,La2MgNiO6
-70.86226917,La2MgCoO6
-34.12216965,YSnO3
-20.6963118,AlAgO3
-24.85515506,AlBiO3
-26.78493179,CoN
-77.41936423,CaLa2WO6
-79.82599469,W3O8
-127.69779536,Mg2SbWO6
-107.02617404,Zn2CoSbO6
-92.90211807,Ca2W3O8
-90.20172914,Mg2Cr3O8
-88.77489102,Mg2Mn3O8
-127.56849935,Mg2SbMoO6
-94.08275459,Cr2O5
-65.45744865,Mg2Ni3O8
-82.32175289,ZnCoO2
-30.02764027,YAgO3
-32.59359713,Ca(CoN)2
-95.24100257,CaCoO2
-35.0009042,Zn(CrN)2
-56.32637857,Ti(ZnN)2
-61.26271744,Mg2FeN2
-56.71331727,V(ZnN)2
-69.62504199,Mg2WN2
-57.85264926,Mg2CoN2
-54.67291503,Ca2SnN2
-98.09918528,MgFeO2
-70.93810125,ZnNiO2
-64.71664148,Mg2VN2
-35.30644169,Ca(FeN)2
-98.70055723,MgWO2
-96.74479453,MnZnO2
-96.86399803,VZnO2
-113.93623826,CaMnO2
-118.43385167,MgSbO3
-31.11333224,MnAlO3
-31.86220908,AlCrO3
-32.42562168,AlWO3
-127.91064665,Mg2MnSbO6
-119.32101546,Mg2CoSbO6
-117.68626405,Zn2CrSbO6
-120.13544092,WO3
-135.57087444,MgMoO3
-122.14582852,MgSnO3
-13.94603817,AgN
-112.70085699,MgBiO3
-33.67761966,ZnBiF6
-40.14237881,MgSnF6
-44.44415479,TiZnF6
-40.30935042,CaSbF6
-93.29205587,Mg(WO2)4
-28.5274966,TeF6
-24.65928784,Zn(SnN)2
-38.5702084,MgSbF6
-34.24601738,Mn2ZnN2
-43.88850986,Mg(WN)2
-27.52465457,Cu2B2C
-145.36604009,YBiO3
-148.66416238,YSnO3
-80.15360274,TaF5
-121.64206191,AlCuO3
-42.55607082,YSnF5
-72.45417787,CaSbF5
-65.30994986,CaCuF5
-47.70271516,BiF5
-91.4445748,Zn(WO2)4
-79.40551893,Mg2Sn3O8
-76.7992916,TiZnF5
-17.65163163,CrN
-84.86286447,MgTiF5
-61.49705046,ZnBiF5
-38.08565408,CaCoF6
-34.42604149,CaNiF6
-40.25703416,ZnWF6
-60.83431304,ZnSnF5
-40.23461071,CaFeF6
-32.2751347,ZnCoF6
-34.77734673,ZnFeF6
-68.67604187,MgSbF5
-46.16537097,CaWF6
-43.69841183,CaMnF6
-37.75091015,MnZnF6
-45.77342522,CaVF6
-36.31012297,MgCoF6
-55.45066377,MgAgF5
-133.17096407,MgMnO3
-38.44880529,MgFeF6
-32.51300037,MgNiF6
-41.8437372,MgMnF6
-44.46364227,MgWF6
-68.2258951,MgSnF5
-102.22980655,ZnCoO3
-48.03806137,ZnAgF5
-69.25665301,MgBiF5
-130.60023229,AlCoO3
-97.85527109,Mo2O5
-128.10322953,VZnO3
-30.65079809,NiF4
-39.04006564,AlWF5
-38.49639386,AlCoF5
-42.46661466,AlCrF5
-140.62162205,MgVO3
-115.13486535,MgCoO3
-28.13672074,MoF5
-102.9331949,W2O5
-121.90615538,MgFeO3
-93.37626806,V4ZnO8
-147.41127577,MnAlO3
-152.0950753,AlVO3
-145.60043425,AlMoO3
-29.90504749,WF5
-132.0703252,AlFeO3
-76.15095115,Ca2Bi3O8
-52.53564179,AlAgO3
-61.20902556,AlSnO3
-72.78830787,YBiO3
-60.60276915,AlCuO3
-136.42076054,Re2O7
-82.61379453,Mn3Zn2O8
-34.48703552,Se2Cl2O5
-30.6602814,BiO2
-42.51934317,BiF4
-146.00612801,Y2Ni2O7
-78.52309395,Ca2Co3O8
-178.78025732,Mg3Ti2O7
-81.07637509,YWO3
-75.62979208,Mo3O8
-72.48776201,MnAlO3
-68.00843097,Ca2Ni3O8
-146.08685789,Mg3Sn2O7
-136.4843981,Mg3Bi2O7
-90.61128957,Ca2Mo3O8
-606.22892326,CaBe3Co2(SiO4)3
-69.02207058,AlWO3
-160.15738837,Ti2Zn3O7
-169.76459349,AlCo3Se2ClO8
-44.39266993,YFeF5
-89.82962918,Mg2W3O8
-158.80523582,Al2V2O7
-24.33865521,CaTiS2
-166.06246085,Ca(TiS2)8
-45.27019429,Ca(TiS2)2
-191.78708934,Ca7(TiS2)8
-176.40446988,Ca3(TiS2)8
-184.75916445,Ca5(TiS2)8
-85.85006577,Ca(TiS2)4
-94.31027474,Ca3(TiS2)4
-86.65121364,Sr4CaCo2(SO3)2
-95.04938647,Sr4MgCr2(SO3)2
-96.37712073,Sr4CaCr2(SO3)2
-81.1655074,Sr3MgMn2S2O5
-82.47617854,Sr3CaMn2S2O5
-73.90490676,Sr3CaCo2S2O5
-112.02294044,CaV4O10
-89.46863515,Sr4MgFe2(SO3)2
-83.6716071,Sr3CaCr2S2O5
-72.02649853,Sr3MgCo2S2O5
-82.33114765,Sr3MgCr2S2O5
-76.81673198,Sr3MgFe2S2O5
-94.78841385,Sr4CaMn2(SO3)2
-106.6961275,V4ZnO10
-90.79142176,Sr4CaFe2(SO3)2
-110.62775242,MgV4O10
-85.38524662,Sr4MgCo2(SO3)2
-112.44467654,CaV4O10
-110.06198307,MgV4O10
-107.42496416,V4ZnO10
-342.08378646,Ti3AlO6
-36.28100949,CaNiN
-15.52491273,Ca3SbN
-23.32839906,Ca3BiN
-91.01909073,Al(MoS2)4
-352.74044885,YTi3O6
-30.55930205,ZnCu2SnSe4
-38.70394811,AlCuS2
-122.19003198,Al2BiSe4
-69.79727344,Al5CuS8
-136.35526594,Al2BiS4
-207.93375267,Al4Bi2O9
-61.40748582,Al5CuSe8
-177.74589387,Sr2TaAlCu2O7
-94.39914059,Al2CuO4
-224.3200927,Ba2Ti2CuF14
-173.03661303,Sr2TiAlCu2O7
-283.26906427,Al2CuO4
-92.2556999,Y(CuO2)2
-138.26671032,Y3CuSiSe7
-135.54253017,Y3CuGeSe7
-166.46334372,Sr2YGaCu2O7
-234.74040861,Zn2BiPO6
-58.60011797,Zn(NiO2)4
-98.40610875,Mg(BiO3)2
-36.79649789,Ca2CoO3
-108.34997234,Mg(SbO3)2
-297.33408197,ZnBi6P2O15
-99.81029095,Al2CoO4
-25.87704172,CaFeO2
-101.02044155,Al2FeO4
-61.50812162,ZnBiF5
-249.94112702,Al(CoO2)3
-298.07525562,Mn3AlO6
-325.53574081,YCr3O6
-312.13972797,AlV3O6
-310.17691391,AlCr3O6
-85.60937703,MnAlF5
-272.21163536,Al(FeO2)3
-160.62026137,MgTa2O6
-91.79212533,Al(CoO2)2
-40.29546929,AlFeF5
-94.00063068,Al2NiO4
-101.9463468,Al2FeO4
-234.33002535,AlFePO5
-282.78771219,AlFeO3
-625.92738761,Mn3Al2(SiO4)3
-578.5634009,Al2Co3(SiO4)3
-595.86170473,Al2Fe3(SiO4)3
-298.89684426,Al2CoO4
-327.983647,YV3O6
-57.09700738,BaAlCuWO5
-160.40349649,Sr9Zn4(CuO7)2
-168.7619463,W3Se2ClO8
-282.79503807,Al2NiO4
-312.74962526,YMn3O6
-228.08328495,Y(NiO2)3
-64.41376981,TiZn(BiO3)2
-71.1507512,Zn2Cu(AsO4)2
-287.49685804,Y(FeO2)3
-86.52249067,Ba2AlW3O7
-90.19915898,YCu(WO4)2
-278.87685976,BaY2CoO5
-128.93871403,TiZn(BiO3)2
-95.36021815,YCrO4
-303.80649404,Zn4Cu5(TeO6)3
-118.10812686,CaCu3(SnO3)4
-88.78774699,CaTiF5
-166.014713,Sr2YCoCu2O7
-251.37985814,YMnO3
-87.1972566,Ba2Ca2Cu3HgO8
-94.21304073,Ca3CrN3
-85.75263482,Sr2CaCu2(BiO4)2
-180.33357878,YCu(WO4)2
-293.61469534,CaSb10(S3O5)2
-305.3059247,Al2FeO4
-215.55887839,Al(NiO2)3
-127.47441986,Ba2Ca3Tl2(CuO3)4
-192.19574103,ZnCr2O4
-127.30172257,Ba2Ca3Tl2(CuO3)4
-63.12416931,Zn2MoWO6
-216.40189142,ZnCr3(SO4)6
-260.02650709,Ca5(CoN2)2
-104.09089184,Ba2Ca2Tl2Cu3O10
-143.06053052,Ca6FeN5
-124.61968959,CaCu(GeO3)2
-206.57777845,CaBi6(PO5)4
-249.67144105,CaCu(GeO3)2
-264.81789478,Y(CoO2)3
-171.15685144,Ca2Sb2S5
-473.82059476,CaCu(Si2O5)2
-120.29592707,CaCu3(GeO3)4
-190.7116938,AlV3Se2ClO8
-170.31123804,Sr2AlGaW2O7
-194.08848719,ZnW4O9
-241.66114953,CaNb2O4
-111.99838757,Ca3AlSb3
-187.3591022,ScZnMo3O8
-73.18902643,CaSbF5
-258.23040915,BaCa4(CoN2)2
-167.46911531,Zn2Mo3O8
-91.63465118,CaCuO2
-223.47491236,CaTa2Bi2O9
-111.15606409,CaTa2Bi2O9
-95.52524125,ZnNi9O10
-302.55113441,CaCuP2O7
-352.13137635,Ca3Cu3(PO4)4
-233.36117029,BaCa4(CuN2)2
-60.12838535,CaCuF4
-84.96471529,Zn(FeO2)2
-127.03637424,Ca2BiAsO6
-136.7084474,Ca3CuRhO6
-310.17405814,Zn(SnO2)2
-92.47718995,Ca3MnN3
-151.73839832,Ca3ScCoO6
-169.60807487,SrZnNi(PO4)2
-146.0939923,Ca6MnN5
-315.33420143,Ca3Cu3(AsO4)4
-136.62182787,Ca2VBiO6
-167.92190219,Mo3Se2ClO8
-186.36636596,VZn2P2O9
-144.40656137,Ca3FeRhO6
-163.42983763,CaLaTiCrO6
-140.68000885,Ca3CoRhO6
-164.62455977,CaEu2(CuO3)2
-210.00560155,Mg3(Mo3Se4)4
-94.6339846,Ca(WO2)4
-173.63125151,Ca2CoSi2O7
-130.43298425,Mg2BiPO6
-140.66057289,Ca3MnNiO6
-260.89753261,Mg2BiPO6
-73.31540572,Ca2CrWO6
-123.19680404,Ca2CoTeO6
-271.19153632,CaTiFe(PO4)3
-73.15297949,Ca2MnWO6
-146.36589669,CaLaMnFeO6
-246.72306046,Ca2MnFeO5
-145.83512421,NaCaFe2(SiO3)4
-160.07613847,Ca2TaMnO6
-130.68784478,Ca2FeSbO6
-132.37614151,Ca2NiWO6
-137.81597203,Ca2FeMoO6
-191.9588423,Ba2CaCu3F14
-657.77442622,Ca9Cr(PO4)7
-237.30782709,BaCaCrF7
-253.58943702,Zn(Mo4O5)2
-413.39982356,BaCaVP2O9
-160.94179932,CaLaTiMnO6
-178.40427703,Ca4Mn2O7
-112.05791066,CaMo2O5
-69.34689862,Ca2CoWO6
-462.84650622,Ca3Nb2CoO9
-171.65254285,Mn9Zn2O13
-299.5733485,Ca3La5Mn7NiO24
-638.05563547,CaMn2Be3(SiO4)3
-351.52044312,ZnFe2(PO4)2
-111.12066054,Ca(SbO3)2
-361.43858829,Ca2Nd2Nb3FeO14
-141.89984364,CaMoO3
-130.64477793,Mg2VBiO6
-64.01013342,MgFeF4
-220.17645254,MgCr3(SO4)6
-69.44489944,MgCrF4
-232.33617457,Ca2GaFeO5
-101.98580109,Zn(SbO3)2
-90.65393747,Y(FeS2)2
-101.25748082,Ca(BiO3)2
-97.12257826,Y(MnS2)2
-92.13091314,Zn(BiO3)2
-123.1003593,YTi2O4
-98.54841317,Y(VS2)2
-84.97418421,Mg(TiS2)2
-82.07601579,Al(FeS2)2
-79.33359159,Ca(FeS2)2
-82.04435031,Ti2ZnS4
-87.73311421,Ca(CrS2)2
-187.56697734,Ba2MgCu3F14
-71.45290075,Mg(CoS2)2
-88.12040909,Ca(TiS2)2
-154.0340037,Ta2ZnO6
-113.9764407,LiTi2O4
-76.5873781,Al(CoS2)2
-98.02212432,Y(VS2)2
-95.83481121,Y(MnS2)2
-86.50386266,Li(CrS2)2
-98.07826595,Y(CrS2)2
-86.19598889,Li(VS2)2
-87.35589118,Li(TiS2)2
-66.24258769,Li(NiS2)2
-70.63665325,Li(CoS2)2
-97.05389551,Y(TiS2)2
-83.69890587,Li(MnS2)2
-83.84863913,Y(CoS2)2
-64.38505659,Li(NiS2)2
-112.77158252,MgTi2O4
-105.96608983,Ti2ZnO4
-123.94271325,YTi2O4
-84.43677671,Li(CrS2)2
-115.35049929,Ti2AlO4
-83.45180835,Li(MnS2)2
-72.41853206,Mg(CoS2)2
-75.31225813,Al(CoS2)2
-86.53010024,Mg(TiS2)2
-99.71912118,Y(CrS2)2
-90.36619431,Ca(CrS2)2
-81.54415468,Li(MnS2)2
-86.26379994,Li(VS2)2
-86.27284646,Li(CrS2)2
-85.76680001,Y(CoS2)2
-82.52554178,Mg(MnS2)2
-80.98190031,Al(FeS2)2
-77.19931284,Mg(FeS2)2
-68.55950378,Zn(CoS2)2
-86.45163495,Mn2AlS4
-62.49115086,Zn(NiS2)2
-82.43158685,Zn(CrS2)2
-86.48875252,Ca(MnS2)2
-99.59384751,Y(TiS2)2
-69.5155602,Al(NiS2)2
-97.0654859,Y(MnS2)2
-80.77703956,Ca(FeS2)2
-68.69541467,Ca(NiS2)2
-97.53135987,Y(CoO2)2
-108.07840059,AlV2O4
-104.52834148,Y(FeO2)2
-113.88439312,YMn2O4
-79.87081742,Al(NiO2)2
-33.44951274,Li(NiO2)2
-115.62275081,YV2O4
-98.5109563,LiCr2O4
-83.31184178,Li3(CoO2)4
-39.8073157,Li(CoO2)2
-85.5767045,Y(NiO2)2
-72.46501577,Li3(NiO2)4
-47.80304845,LiMn2O4
-72.58331132,Li(CoO2)4
-60.84043017,Li(NiO2)4
-100.83365166,Li3Mn4O8
-98.8813259,LiCr2O4
-102.96004348,MgV2O4
-104.64476781,CaCr2O4
-96.44234517,V2ZnO4
-106.79681136,AlV2O4
-98.44487979,MgMn2O4
-89.62797166,Mg(FeO2)2
-153.37813731,AlNi3Se2ClO8
-179.40470153,Ba2ZnCu3F14
-262.67080594,MgTi(PO3)4
-240.41978123,ZnCu(PO3)4
-88.34170094,Mn4ZnO8
-254.17067813,CaSn(PO3)4
-242.7033347,ZnSn(PO3)4
-179.75267505,Ba2CaCuAg2F14
-247.9367307,MgCu(PO3)4
-190.1505119,Ba2CuSn2F14
-266.09839162,CaTi(PO3)4
-205.56930897,Ba2CaCuSb2F14
-71.39072871,Zn(CoO2)4
-253.34630004,Ti(PO3)4
-180.13783319,AlMo3Se2ClO8
-176.34859507,AlFe3Se2ClO8
-237.12259756,Sn(PO3)4
-192.6295859,YMo3Se2ClO8
-157.2302151,YTi4(CuO4)3
-202.35800092,Ba2MgCuBi2F14
-194.7958841,Ba2ZnCuBi2F14
-148.03235519,Ti4Al(CuO4)3
-99.5977949,YCu3(AgO3)4
-111.26001815,YCu7O12
-102.4250273,AlCu7O12
-120.3357308,YCu3(SbO3)4
-90.02046894,AlCu3(AgO3)4
-234.55928141,Sb(PO3)4
-496.71758127,CuSbAs2O7
-123.67918054,YCu3(SnO3)4
-201.87368095,Ba2MgCuSb2F14
-114.47640832,AlCu3(SnO3)4
-206.00265919,Ba2CaCuBi2F14
-111.28842998,AlCu3(SbO3)4
-251.17484352,CaCu(PO3)4
-201.34502964,Mg2Ti9O13
-115.532469,YCu3(BiO3)4
-204.51100639,Ca2Ti9O13
-78.48084587,Zn(FeO2)4
-106.53670922,AlCu3(BiO3)4
-195.18239301,Ti9O13
-123.27541442,Mg2Cu9O13
-194.87603524,Ti9Zn2O13
-560.30693101,CaSbAs2SeO7
-117.24962105,Zn2Cu9O13
-125.93430553,Ca2Cu9O13
-106.89559514,Cu9O13
-194.30825295,Ba2ZnCuSb2F14
-167.71396813,Ba2ZnCuAg2F14
-520.33422522,ZnSbAs2SeO7
-544.23426441,MgSbAs2SeO7
-181.7090554,Nb2Zn2BiO8
-164.47263359,Nb2TeO8
-175.37850021,Ba2MgCuAg2F14
-205.14201689,Ba2CaCuSn2F14
-132.86810443,Zn2Sn9O13
-139.61749243,Ca2Sn9O13
-193.89163378,Ba2ZnCuSn2F14
-139.89293433,Mg2Sn9O13
-24.66424367,Mg(CuN)2
-234.61685356,Ba2MgTi2CuF14
-200.62532289,Ba2MgCuSn2F14
-121.06709596,V2ZnO6
-80.12798754,Sr2YTlSn2O7
-123.49637907,Mg(MoO3)2
-112.37079497,ZnCr2O6
-131.60343563,AlCr4(CuO4)3
-91.35051164,WO2
-97.09032991,Sr2YTi2TlO7
-111.84438034,AlCo4(CuO4)3
-118.34424807,AlFe4(CuO4)3
-50.8984844,Mg2CuN2
-118.55076643,MgCr2O6
-133.15825874,Ca(WO3)2
-127.58427709,Mn4Al(CuO4)3
-38.49003902,Ca(CrN)2
-123.07644835,Zn(WO3)2
-50.20346878,Zn2CoN2
-127.62292695,MgV2O6
-35.32689105,Ti2ZnN2
-117.1387849,Zn(MoO3)2
-212.51808116,Ti5O7
-120.5426656,YCo4(CuO4)3
-129.51572942,Mg(WO3)2
-143.32659283,YV4(CuO4)3
-134.21734893,AlV4(CuO4)3
-140.50480626,YCr4(CuO4)3
-84.57879682,TeO3
-127.46933684,YFe4(CuO4)3
-253.78652827,MgCo(PO3)4
-83.31515322,Mg(MnS2)2
-265.02530068,CaMn(PO3)4
-261.58801328,MgMn(PO3)4
-232.43832054,Co(PO3)4
-256.99612164,CaCo(PO3)4
-248.97839021,MgNi(PO3)4
-260.8326655,MgCr(PO3)4
-256.87216605,MgFe(PO3)4
-198.67705972,Ba2Mn2CuF14
-221.88682452,CaTi5O7
-237.52141514,Fe(PO3)4
-265.04764641,CaV(PO3)4
-260.13787662,CaFe(PO3)4
-252.11472604,CaNi(PO3)4
-246.29015622,P4WO12
-244.11955612,Mo(PO3)4
-203.34115206,Ba2CuMo2F14
-99.45244755,AlCu3(NiO3)4
-202.60901451,Ba2ZnFe2CuF14
-210.58248611,Ba2MgFe2CuF14
-212.22820197,Ti5ZnO7
-138.08563876,YCu3(MoO3)4
-245.82667962,V(PO3)4
-261.64601876,MgV(PO3)4
-258.30170056,CaP4WO12
-264.12135725,CaCr(PO3)4
-204.27239006,Ba2CaCo2CuF14
-222.12997418,Ba2CaMn2CuF14
-162.27386985,Mn9O13
-108.17285312,YCu3(NiO3)4
-168.40479329,Cr9O13
-128.77002437,AlCu3(MoO3)4
-116.88623481,Cu5O7
-126.08163002,Co9O13
-248.1108218,ZnP4WO12
-214.74738029,Ba2ZnCr2CuF14
-179.75342534,Ca2Mn9O13
-222.48456803,Ba2MgCr2CuF14
-209.6582251,Ba2Mn2ZnCuF14
-132.24079193,AlCu3(WO3)4
-170.49047401,Mn9Zn2O13
-176.52514434,Mg2Mn9O13
-217.60646326,Ba2MgMn2CuF14
-138.52778134,Sn5O7
-144.92832015,Ca2Co9O13
-135.49774027,Zn2Co9O13
-141.96114557,Mg2Co9O13
-141.2444969,YCu3(WO3)4
-241.04868005,Mn(PO3)4
-151.16214716,CaSn5O7
-171.67817495,V9O13
-112.6950945,Zn2Ni9O13
-222.02402067,Ba2CaCuMo2F14
-140.88857085,ZnSn5O7
-178.70364845,Mg2Cr9O13
-118.77770886,Mg2Ni9O13
-100.57105142,Ni9O13
-182.29491142,Ca2Cr9O13
-200.30536019,Ba2MgCo2CuF14
-217.58520994,Ba2MgCuMo2F14
-180.78744529,Mg2V9O13
-207.66908132,Ta2TiZn2O8
-254.57205974,MgP4WO12
-73.97478802,ZnCuO2
-117.37188333,MgTiO2
-219.85123897,Mg2Ta2TiO8
-195.21422886,Ta2Zn2SnO8
-186.49139711,Ba2MgCuNi2F14
-192.06904179,Ta2Zn2CuO8
-207.43658993,Mg2Ta2SnO8
-191.10443116,Ba2CaCuNi2F14
-204.47142388,Mg2Ta2CuO8
-121.24843452,Ca2Ni9O13
-93.65015998,CaSnO2
-223.92775937,Ca2Ta2TiO8
-212.24419486,Ca2Ta2SnO8
-78.88756429,ZnSnO2
-173.95832456,Zn2Cr9O13
-192.48955561,AlW3Se2ClO8
-153.2873882,Zn2W9O13
-149.96941708,Zn2Fe9O13
-106.50488761,TiZnO2
-208.94449917,Ca2Ta2CuO8
-79.33330356,ZnSnO2
-216.44127552,Ba2V2ZnCuF14
-86.00400535,MgCuO2
-90.76211978,MgSnO2
-94.93587276,CaSnO2
-162.47509718,Mg2W9O13
-120.89791458,CaTiO2
-178.94448276,Ba2ZnCuNi2F14
-90.83565465,CaCuO2
-156.19725085,Mg2Fe9O13
-144.62404097,Ba2Ca3Tl2(WO3)4
-83.25675828,Sr2Mn2AlTlO7
-91.03841411,Sr2YTlCr2O7
-84.48837956,Sr2AlTlV2O7
-75.80728601,Sr2AlTlCo2O7
-78.75337343,Sr2AlTlFe2O7
-87.53970029,Sr2YTlW2O7
-85.68023674,Sr2YTlFe2O7
-90.12379319,Ba2Ti2AlTlO7
-72.23118405,Ba2AlTlCu2O7
-67.84964766,Ba2TlSb2O7
-97.36741869,Ba2YTi2TlO7
-91.57172611,Mg(MoO2)4
-77.21033985,Sr2YTlNi2O7
-82.9455724,Ba2Ti2TlO7
-91.40086812,Sr2YTlV2O7
-173.88737002,Ta2TeO8
-187.42228172,V5O7
-72.96429786,Ba2AlTlSn2O7
-177.74904395,Mn5O7
-190.08132377,V5ZnO7
-195.29904911,CaMn5O7
-67.43762574,Ba2TlSn2O7
-134.45078086,MgNi4O9
-80.85290193,Ba2YTlSn2O7
-183.8268973,Cr5O7
-138.24608703,Co5O7
-162.6197068,Sr2YGaNi2O7
-147.08233432,ZnCo5O7
-187.83159744,ZnCr5O7
-66.11298925,Ba2TlBi2O7
-182.77843301,Sr2YTiCu2O7
-163.34097922,ZnFe5O7
